,patient_id,EGFR_PROTEIN,EGFR_RNA,EGFR_activity_mean,cohort_x,batch_domain_x,phospho_Y1016,phospho_Y1069,phospho_Y1092,phospho_Y1110,phospho_Y1172,EGFR_expression_score,mutation_x,egfr_hotspot_label_x,is_egfr_hotspot_x,ligand,protein,binding_type,median_binding_nM,median_p_binding,n_measurements,standard_units,pref_name,canonical_smiles,MolWt,MolLogP,TPSA,NumHDonors,NumHAcceptors,NumRotatableBonds,RingCount,HeavyAtomCount,mutation_binding_context,protein_ligand_pair,mutation_y,EGFR_type,cohort_y,batch_domain_y,gene,egfr_hotspot_label_y,is_egfr_hotspot_y,mutation_class,is_nonsynonymous,has_exon19del,has_L858R,has_L861Q,has_G719X,has_exon20_alteration,has_other_mutation,mutation_count,is_compound_mutation,binding_type_IC50,binding_type_KD,drug_erlotinib hydrochloride,drug_imatinib
145,C3N-00550,25.5427290588497,13.03,1,CPTAC,CPTAC,13.072192414390653,12.6046447755037,17.767914942942703,10.583122355255949,18.3067029059481,18.3067029059481,unknown,other,0.0,CHEMBL941,CHEMBL203,IC50,50000.055,6.979303657420888,2,nM,imatinib,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,493.6150000000002,4.590320000000004,86.28000000000002,2,7,7,5,37,other_IC50,CHEMBL203_CHEMBL941,,,,,,,,,,,,,,,,,,1,0,0,1
146,C3N-00550,25.5427290588497,13.03,1,CPTAC,CPTAC,13.072192414390653,12.6046447755037,17.767914942942703,10.583122355255949,18.3067029059481,18.3067029059481,unknown,other,0.0,CHEMBL941,CHEMBL203,KD,10000.0,5.0,23,nM,imatinib,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,493.6150000000002,4.590320000000004,86.28000000000002,2,7,7,5,37,other_KD,CHEMBL203_CHEMBL941,,,,,,,,,,,,,,,,,,0,1,0,1
147,C3N-00551,25.8130418993541,13.61,1,CPTAC,CPTAC,13.072192414390653,12.6046447755037,17.767914942942703,10.583122355255949,18.86502063329012,17.99546391996231,unknown,other,0.0,CHEMBL1079742,CHEMBL203,IC50,42.5,7.489405350465031,4,nM,erlotinib hydrochloride,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1.Cl,429.90400000000017,3.8269000000000033,74.73000000000002,1,7,10,3,30,other_IC50,CHEMBL203_CHEMBL1079742,,,,,,,,,,,,,,,,,,1,0,1,0
148,C3N-00551,25.8130418993541,13.61,1,CPTAC,CPTAC,13.072192414390653,12.6046447755037,17.767914942942703,10.583122355255949,18.86502063329012,17.99546391996231,unknown,other,0.0,CHEMBL941,CHEMBL203,IC50,50000.055,6.979303657420888,2,nM,imatinib,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,493.6150000000002,4.590320000000004,86.28000000000002,2,7,7,5,37,other_IC50,CHEMBL203_CHEMBL941,,,,,,,,,,,,,,,,,,1,0,0,1
149,C3N-00551,25.8130418993541,13.61,1,CPTAC,CPTAC,13.072192414390653,12.6046447755037,17.767914942942703,10.583122355255949,18.86502063329012,17.99546391996231,unknown,other,0.0,CHEMBL941,CHEMBL203,KD,10000.0,5.0,23,nM,imatinib,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,493.6150000000002,4.590320000000004,86.28000000000002,2,7,7,5,37,other_KD,CHEMBL203_CHEMBL941,,,,,,,,,,,,,,,,,,0,1,0,1
150,C3N-00552,26.1295411312732,12.96,1,CPTAC,CPTAC,13.072192414390653,12.6046447755037,17.767914942942703,10.583122355255949,18.86502063329012,17.99546391996231,unknown,other,0.0,CHEMBL1079742,CHEMBL203,IC50,42.5,7.489405350465031,4,nM,erlotinib hydrochloride,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1.Cl,429.90400000000017,3.8269000000000033,74.73000000000002,1,7,10,3,30,other_IC50,CHEMBL203_CHEMBL1079742,,,,,,,,,,,,,,,,,,1,0,1,0
151,C3N-00552,26.1295411312732,12.96,1,CPTAC,CPTAC,13.072192414390653,12.6046447755037,17.767914942942703,10.583122355255949,18.86502063329012,17.99546391996231,unknown,other,0.0,CHEMBL941,CHEMBL203,IC50,50000.055,6.979303657420888,2,nM,imatinib,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,493.6150000000002,4.590320000000004,86.28000000000002,2,7,7,5,37,other_IC50,CHEMBL203_CHEMBL941,,,,,,,,,,,,,,,,,,1,0,0,1
152,C3N-00552,26.1295411312732,12.96,1,CPTAC,CPTAC,13.072192414390653,12.6046447755037,17.767914942942703,10.583122355255949,18.86502063329012,17.99546391996231,unknown,other,0.0,CHEMBL941,CHEMBL203,KD,10000.0,5.0,23,nM,imatinib,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,493.6150000000002,4.590320000000004,86.28000000000002,2,7,7,5,37,other_KD,CHEMBL203_CHEMBL941,,,,,,,,,,,,,,,,,,0,1,0,1
153,C3N-00556,25.9072613809423,13.61,1,CPTAC,CPTAC,13.072192414390653,12.6046447755037,17.767914942942703,10.054346078997517,18.7801193713264,15.53412679775554,unknown,other,0.0,CHEMBL1079742,CHEMBL203,IC50,42.5,7.489405350465031,4,nM,erlotinib hydrochloride,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1.Cl,429.90400000000017,3.8269000000000033,74.73000000000002,1,7,10,3,30,other_IC50,CHEMBL203_CHEMBL1079742,,,,,,,,,,,,,,,,,,1,0,1,0
154,C3N-00556,25.9072613809423,13.61,1,CPTAC,CPTAC,13.072192414390653,12.6046447755037,17.767914942942703,10.054346078997517,18.7801193713264,15.53412679775554,unknown,other,0.0,CHEMBL941,CHEMBL203,IC50,50000.055,6.979303657420888,2,nM,imatinib,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,493.6150000000002,4.590320000000004,86.28000000000002,2,7,7,5,37,other_IC50,CHEMBL203_CHEMBL941,,,,,,,,,,,,,,,,,,1,0,0,1
155,C3N-00556,25.9072613809423,13.61,1,CPTAC,CPTAC,13.072192414390653,12.6046447755037,17.767914942942703,10.054346078997517,18.7801193713264,15.53412679775554,unknown,other,0.0,CHEMBL941,CHEMBL203,KD,10000.0,5.0,23,nM,imatinib,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,493.6150000000002,4.590320000000004,86.28000000000002,2,7,7,5,37,other_KD,CHEMBL203_CHEMBL941,,,,,,,,,,,,,,,,,,0,1,0,1
156,C3N-00559,26.1518216848455,14.87,1,CPTAC,CPTAC,13.072192414390653,12.6046447755037,17.767914942942703,10.583122355255949,18.86502063329012,17.99546391996231,unknown,other,0.0,CHEMBL1079742,CHEMBL203,IC50,42.5,7.489405350465031,4,nM,erlotinib hydrochloride,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1.Cl,429.90400000000017,3.8269000000000033,74.73000000000002,1,7,10,3,30,other_IC50,CHEMBL203_CHEMBL1079742,,,,,,,,,,,,,,,,,,1,0,1,0
157,C3N-00559,26.1518216848455,14.87,1,CPTAC,CPTAC,13.072192414390653,12.6046447755037,17.767914942942703,10.583122355255949,18.86502063329012,17.99546391996231,unknown,other,0.0,CHEMBL941,CHEMBL203,IC50,50000.055,6.979303657420888,2,nM,imatinib,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,493.6150000000002,4.590320000000004,86.28000000000002,2,7,7,5,37,other_IC50,CHEMBL203_CHEMBL941,,,,,,,,,,,,,,,,,,1,0,0,1
158,C3N-00559,26.1518216848455,14.87,1,CPTAC,CPTAC,13.072192414390653,12.6046447755037,17.767914942942703,10.583122355255949,18.86502063329012,17.99546391996231,unknown,other,0.0,CHEMBL941,CHEMBL203,KD,10000.0,5.0,23,nM,imatinib,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,493.6150000000002,4.590320000000004,86.28000000000002,2,7,7,5,37,other_KD,CHEMBL203_CHEMBL941,,,,,,,,,,,,,,,,,,0,1,0,1
159,C3N-00560,24.5289887737447,9.99,1,CPTAC,CPTAC,13.07873442258365,12.6046447755037,17.767914942942703,10.583122355255949,18.86502063329012,13.07873442258365,unknown,other,0.0,CHEMBL1079742,CHEMBL203,IC50,42.5,7.489405350465031,4,nM,erlotinib hydrochloride,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1.Cl,429.90400000000017,3.8269000000000033,74.73000000000002,1,7,10,3,30,other_IC50,CHEMBL203_CHEMBL1079742,,,,,,,,,,,,,,,,,,1,0,1,0
160,C3N-00560,24.5289887737447,9.99,1,CPTAC,CPTAC,13.07873442258365,12.6046447755037,17.767914942942703,10.583122355255949,18.86502063329012,13.07873442258365,unknown,other,0.0,CHEMBL941,CHEMBL203,IC50,50000.055,6.979303657420888,2,nM,imatinib,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,493.6150000000002,4.590320000000004,86.28000000000002,2,7,7,5,37,other_IC50,CHEMBL203_CHEMBL941,,,,,,,,,,,,,,,,,,1,0,0,1
161,C3N-00560,24.5289887737447,9.99,1,CPTAC,CPTAC,13.07873442258365,12.6046447755037,17.767914942942703,10.583122355255949,18.86502063329012,13.07873442258365,unknown,other,0.0,CHEMBL941,CHEMBL203,KD,10000.0,5.0,23,nM,imatinib,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,493.6150000000002,4.590320000000004,86.28000000000002,2,7,7,5,37,other_KD,CHEMBL203_CHEMBL941,,,,,,,,,,,,,,,,,,0,1,0,1
162,C3N-00572,25.6238341943003,13.01,1,CPTAC,CPTAC,13.072192414390653,12.6046447755037,17.767914942942703,10.583122355255949,18.86502063329012,17.99546391996231,unknown,other,0.0,CHEMBL1079742,CHEMBL203,IC50,42.5,7.489405350465031,4,nM,erlotinib hydrochloride,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1.Cl,429.90400000000017,3.8269000000000033,74.73000000000002,1,7,10,3,30,other_IC50,CHEMBL203_CHEMBL1079742,,,,,,,,,,,,,,,,,,1,0,1,0
163,C3N-00572,25.6238341943003,13.01,1,CPTAC,CPTAC,13.072192414390653,12.6046447755037,17.767914942942703,10.583122355255949,18.86502063329012,17.99546391996231,unknown,other,0.0,CHEMBL941,CHEMBL203,IC50,50000.055,6.979303657420888,2,nM,imatinib,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,493.6150000000002,4.590320000000004,86.28000000000002,2,7,7,5,37,other_IC50,CHEMBL203_CHEMBL941,,,,,,,,,,,,,,,,,,1,0,0,1
164,C3N-00572,25.6238341943003,13.01,1,CPTAC,CPTAC,13.072192414390653,12.6046447755037,17.767914942942703,10.583122355255949,18.86502063329012,17.99546391996231,unknown,other,0.0,CHEMBL941,CHEMBL203,KD,10000.0,5.0,23,nM,imatinib,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,493.6150000000002,4.590320000000004,86.28000000000002,2,7,7,5,37,other_KD,CHEMBL203_CHEMBL941,,,,,,,,,,,,,,,,,,0,1,0,1
165,C3N-00574,27.194333921035,15.59,1,CPTAC,CPTAC,13.072192414390653,12.6046447755037,18.84717269123845,10.583122355255949,18.86502063329012,18.84717269123845,unknown,other,0.0,CHEMBL1079742,CHEMBL203,IC50,42.5,7.489405350465031,4,nM,erlotinib hydrochloride,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1.Cl,429.90400000000017,3.8269000000000033,74.73000000000002,1,7,10,3,30,other_IC50,CHEMBL203_CHEMBL1079742,,,,,,,,,,,,,,,,,,1,0,1,0
166,C3N-00574,27.194333921035,15.59,1,CPTAC,CPTAC,13.072192414390653,12.6046447755037,18.84717269123845,10.583122355255949,18.86502063329012,18.84717269123845,unknown,other,0.0,CHEMBL941,CHEMBL203,IC50,50000.055,6.979303657420888,2,nM,imatinib,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,493.6150000000002,4.590320000000004,86.28000000000002,2,7,7,5,37,other_IC50,CHEMBL203_CHEMBL941,,,,,,,,,,,,,,,,,,1,0,0,1
167,C3N-00574,27.194333921035,15.59,1,CPTAC,CPTAC,13.072192414390653,12.6046447755037,18.84717269123845,10.583122355255949,18.86502063329012,18.84717269123845,unknown,other,0.0,CHEMBL941,CHEMBL203,KD,10000.0,5.0,23,nM,imatinib,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,493.6150000000002,4.590320000000004,86.28000000000002,2,7,7,5,37,other_KD,CHEMBL203_CHEMBL941,,,,,,,,,,,,,,,,,,0,1,0,1
168,C3N-00578,26.9337410983496,15.08,1,CPTAC,CPTAC,13.072192414390653,12.6046447755037,17.767914942942703,10.583122355255949,19.19437418164805,19.19437418164805,unknown,other,0.0,CHEMBL1079742,CHEMBL203,IC50,42.5,7.489405350465031,4,nM,erlotinib hydrochloride,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1.Cl,429.90400000000017,3.8269000000000033,74.73000000000002,1,7,10,3,30,other_IC50,CHEMBL203_CHEMBL1079742,,,,,,,,,,,,,,,,,,1,0,1,0
169,C3N-00578,26.9337410983496,15.08,1,CPTAC,CPTAC,13.072192414390653,12.6046447755037,17.767914942942703,10.583122355255949,19.19437418164805,19.19437418164805,unknown,other,0.0,CHEMBL941,CHEMBL203,IC50,50000.055,6.979303657420888,2,nM,imatinib,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,493.6150000000002,4.590320000000004,86.28000000000002,2,7,7,5,37,other_IC50,CHEMBL203_CHEMBL941,,,,,,,,,,,,,,,,,,1,0,0,1
170,C3N-00578,26.9337410983496,15.08,1,CPTAC,CPTAC,13.072192414390653,12.6046447755037,17.767914942942703,10.583122355255949,19.19437418164805,19.19437418164805,unknown,other,0.0,CHEMBL941,CHEMBL203,KD,10000.0,5.0,23,nM,imatinib,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,493.6150000000002,4.590320000000004,86.28000000000002,2,7,7,5,37,other_KD,CHEMBL203_CHEMBL941,,,,,,,,,,,,,,,,,,0,1,0,1
171,C3N-00579,25.6656738723878,13.29,1,CPTAC,CPTAC,13.072192414390653,12.507972192911,17.105680121572448,10.583122355255949,19.1669128982862,16.26018840425655,unknown,other,0.0,CHEMBL1079742,CHEMBL203,IC50,42.5,7.489405350465031,4,nM,erlotinib hydrochloride,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1.Cl,429.90400000000017,3.8269000000000033,74.73000000000002,1,7,10,3,30,other_IC50,CHEMBL203_CHEMBL1079742,,,,,,,,,,,,,,,,,,1,0,1,0
172,C3N-00579,25.6656738723878,13.29,1,CPTAC,CPTAC,13.072192414390653,12.507972192911,17.105680121572448,10.583122355255949,19.1669128982862,16.26018840425655,unknown,other,0.0,CHEMBL941,CHEMBL203,IC50,50000.055,6.979303657420888,2,nM,imatinib,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,493.6150000000002,4.590320000000004,86.28000000000002,2,7,7,5,37,other_IC50,CHEMBL203_CHEMBL941,,,,,,,,,,,,,,,,,,1,0,0,1
173,C3N-00579,25.6656738723878,13.29,1,CPTAC,CPTAC,13.072192414390653,12.507972192911,17.105680121572448,10.583122355255949,19.1669128982862,16.26018840425655,unknown,other,0.0,CHEMBL941,CHEMBL203,KD,10000.0,5.0,23,nM,imatinib,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,493.6150000000002,4.590320000000004,86.28000000000002,2,7,7,5,37,other_KD,CHEMBL203_CHEMBL941,,,,,,,,,,,,,,,,,,0,1,0,1
174,C3N-00580,26.1592661355895,13.57,1,CPTAC,CPTAC,13.072192414390653,12.6046447755037,17.767914942942703,10.583122355255949,18.86502063329012,17.99546391996231,unknown,other,0.0,CHEMBL1079742,CHEMBL203,IC50,42.5,7.489405350465031,4,nM,erlotinib hydrochloride,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1.Cl,429.90400000000017,3.8269000000000033,74.73000000000002,1,7,10,3,30,other_IC50,CHEMBL203_CHEMBL1079742,,,,,,,,,,,,,,,,,,1,0,1,0
175,C3N-00580,26.1592661355895,13.57,1,CPTAC,CPTAC,13.072192414390653,12.6046447755037,17.767914942942703,10.583122355255949,18.86502063329012,17.99546391996231,unknown,other,0.0,CHEMBL941,CHEMBL203,IC50,50000.055,6.979303657420888,2,nM,imatinib,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,493.6150000000002,4.590320000000004,86.28000000000002,2,7,7,5,37,other_IC50,CHEMBL203_CHEMBL941,,,,,,,,,,,,,,,,,,1,0,0,1
176,C3N-00580,26.1592661355895,13.57,1,CPTAC,CPTAC,13.072192414390653,12.6046447755037,17.767914942942703,10.583122355255949,18.86502063329012,17.99546391996231,unknown,other,0.0,CHEMBL941,CHEMBL203,KD,10000.0,5.0,23,nM,imatinib,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,493.6150000000002,4.590320000000004,86.28000000000002,2,7,7,5,37,other_KD,CHEMBL203_CHEMBL941,,,,,,,,,,,,,,,,,,0,1,0,1
177,C3N-00704,26.121155134845,13.88,1,CPTAC,CPTAC,13.072192414390653,12.6046447755037,18.21250276632405,11.0309569060314,19.7619580991693,16.335139257174916,unknown,other,0.0,CHEMBL1079742,CHEMBL203,IC50,42.5,7.489405350465031,4,nM,erlotinib hydrochloride,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1.Cl,429.90400000000017,3.8269000000000033,74.73000000000002,1,7,10,3,30,other_IC50,CHEMBL203_CHEMBL1079742,,,,,,,,,,,,,,,,,,1,0,1,0
178,C3N-00704,26.121155134845,13.88,1,CPTAC,CPTAC,13.072192414390653,12.6046447755037,18.21250276632405,11.0309569060314,19.7619580991693,16.335139257174916,unknown,other,0.0,CHEMBL941,CHEMBL203,IC50,50000.055,6.979303657420888,2,nM,imatinib,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,493.6150000000002,4.590320000000004,86.28000000000002,2,7,7,5,37,other_IC50,CHEMBL203_CHEMBL941,,,,,,,,,,,,,,,,,,1,0,0,1
179,C3N-00704,26.121155134845,13.88,1,CPTAC,CPTAC,13.072192414390653,12.6046447755037,18.21250276632405,11.0309569060314,19.7619580991693,16.335139257174916,unknown,other,0.0,CHEMBL941,CHEMBL203,KD,10000.0,5.0,23,nM,imatinib,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,493.6150000000002,4.590320000000004,86.28000000000002,2,7,7,5,37,other_KD,CHEMBL203_CHEMBL941,,,,,,,,,,,,,,,,,,0,1,0,1
180,C3N-00737,24.9448217406697,12.0,1,CPTAC,CPTAC,13.072192414390653,12.6046447755037,17.767914942942703,10.583122355255949,18.35861572489695,18.35861572489695,unknown,other,0.0,CHEMBL1079742,CHEMBL203,IC50,42.5,7.489405350465031,4,nM,erlotinib hydrochloride,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1.Cl,429.90400000000017,3.8269000000000033,74.73000000000002,1,7,10,3,30,other_IC50,CHEMBL203_CHEMBL1079742,,,,,,,,,,,,,,,,,,1,0,1,0
181,C3N-00737,24.9448217406697,12.0,1,CPTAC,CPTAC,13.072192414390653,12.6046447755037,17.767914942942703,10.583122355255949,18.35861572489695,18.35861572489695,unknown,other,0.0,CHEMBL941,CHEMBL203,IC50,50000.055,6.979303657420888,2,nM,imatinib,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,493.6150000000002,4.590320000000004,86.28000000000002,2,7,7,5,37,other_IC50,CHEMBL203_CHEMBL941,,,,,,,,,,,,,,,,,,1,0,0,1
182,C3N-00737,24.9448217406697,12.0,1,CPTAC,CPTAC,13.072192414390653,12.6046447755037,17.767914942942703,10.583122355255949,18.35861572489695,18.35861572489695,unknown,other,0.0,CHEMBL941,CHEMBL203,KD,10000.0,5.0,23,nM,imatinib,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,493.6150000000002,4.590320000000004,86.28000000000002,2,7,7,5,37,other_KD,CHEMBL203_CHEMBL941,,,,,,,,,,,,,,,,,,0,1,0,1
183,C3N-00738,25.0238206175351,11.93,1,CPTAC,CPTAC,13.072192414390653,12.6046447755037,17.798194820644248,10.583122355255949,18.86502063329012,17.798194820644248,unknown,other,0.0,CHEMBL1079742,CHEMBL203,IC50,42.5,7.489405350465031,4,nM,erlotinib hydrochloride,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1.Cl,429.90400000000017,3.8269000000000033,74.73000000000002,1,7,10,3,30,other_IC50,CHEMBL203_CHEMBL1079742,,,,,,,,,,,,,,,,,,1,0,1,0
184,C3N-00738,25.0238206175351,11.93,1,CPTAC,CPTAC,13.072192414390653,12.6046447755037,17.798194820644248,10.583122355255949,18.86502063329012,17.798194820644248,unknown,other,0.0,CHEMBL941,CHEMBL203,IC50,50000.055,6.979303657420888,2,nM,imatinib,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,493.6150000000002,4.590320000000004,86.28000000000002,2,7,7,5,37,other_IC50,CHEMBL203_CHEMBL941,,,,,,,,,,,,,,,,,,1,0,0,1
185,C3N-00738,25.0238206175351,11.93,1,CPTAC,CPTAC,13.072192414390653,12.6046447755037,17.798194820644248,10.583122355255949,18.86502063329012,17.798194820644248,unknown,other,0.0,CHEMBL941,CHEMBL203,KD,10000.0,5.0,23,nM,imatinib,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,493.6150000000002,4.590320000000004,86.28000000000002,2,7,7,5,37,other_KD,CHEMBL203_CHEMBL941,,,,,,,,,,,,,,,,,,0,1,0,1
186,C3N-00959,25.0737200585985,11.96,1,CPTAC,CPTAC,13.072192414390653,12.6046447755037,17.61583864730285,10.583122355255949,18.86502063329012,17.61583864730285,unknown,other,0.0,CHEMBL1079742,CHEMBL203,IC50,42.5,7.489405350465031,4,nM,erlotinib hydrochloride,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1.Cl,429.90400000000017,3.8269000000000033,74.73000000000002,1,7,10,3,30,other_IC50,CHEMBL203_CHEMBL1079742,,,,,,,,,,,,,,,,,,1,0,1,0
187,C3N-00959,25.0737200585985,11.96,1,CPTAC,CPTAC,13.072192414390653,12.6046447755037,17.61583864730285,10.583122355255949,18.86502063329012,17.61583864730285,unknown,other,0.0,CHEMBL941,CHEMBL203,IC50,50000.055,6.979303657420888,2,nM,imatinib,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,493.6150000000002,4.590320000000004,86.28000000000002,2,7,7,5,37,other_IC50,CHEMBL203_CHEMBL941,,,,,,,,,,,,,,,,,,1,0,0,1
188,C3N-00959,25.0737200585985,11.96,1,CPTAC,CPTAC,13.072192414390653,12.6046447755037,17.61583864730285,10.583122355255949,18.86502063329012,17.61583864730285,unknown,other,0.0,CHEMBL941,CHEMBL203,KD,10000.0,5.0,23,nM,imatinib,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,493.6150000000002,4.590320000000004,86.28000000000002,2,7,7,5,37,other_KD,CHEMBL203_CHEMBL941,,,,,,,,,,,,,,,,,,0,1,0,1
189,C3N-01016,25.292537531081,11.43,1,CPTAC,CPTAC,13.072192414390653,12.6046447755037,17.767914942942703,10.583122355255949,18.86502063329012,17.99546391996231,unknown,other,0.0,CHEMBL1079742,CHEMBL203,IC50,42.5,7.489405350465031,4,nM,erlotinib hydrochloride,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1.Cl,429.90400000000017,3.8269000000000033,74.73000000000002,1,7,10,3,30,other_IC50,CHEMBL203_CHEMBL1079742,,,,,,,,,,,,,,,,,,1,0,1,0
190,C3N-01016,25.292537531081,11.43,1,CPTAC,CPTAC,13.072192414390653,12.6046447755037,17.767914942942703,10.583122355255949,18.86502063329012,17.99546391996231,unknown,other,0.0,CHEMBL941,CHEMBL203,IC50,50000.055,6.979303657420888,2,nM,imatinib,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,493.6150000000002,4.590320000000004,86.28000000000002,2,7,7,5,37,other_IC50,CHEMBL203_CHEMBL941,,,,,,,,,,,,,,,,,,1,0,0,1
191,C3N-01016,25.292537531081,11.43,1,CPTAC,CPTAC,13.072192414390653,12.6046447755037,17.767914942942703,10.583122355255949,18.86502063329012,17.99546391996231,unknown,other,0.0,CHEMBL941,CHEMBL203,KD,10000.0,5.0,23,nM,imatinib,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,493.6150000000002,4.590320000000004,86.28000000000002,2,7,7,5,37,other_KD,CHEMBL203_CHEMBL941,,,,,,,,,,,,,,,,,,0,1,0,1
192,C3N-01021,25.6077934875998,13.23,1,CPTAC,CPTAC,13.072192414390653,12.6046447755037,18.00146744647665,10.583122355255949,18.86502063329012,18.00146744647665,unknown,other,0.0,CHEMBL1079742,CHEMBL203,IC50,42.5,7.489405350465031,4,nM,erlotinib hydrochloride,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1.Cl,429.90400000000017,3.8269000000000033,74.73000000000002,1,7,10,3,30,other_IC50,CHEMBL203_CHEMBL1079742,,,,,,,,,,,,,,,,,,1,0,1,0
193,C3N-01021,25.6077934875998,13.23,1,CPTAC,CPTAC,13.072192414390653,12.6046447755037,18.00146744647665,10.583122355255949,18.86502063329012,18.00146744647665,unknown,other,0.0,CHEMBL941,CHEMBL203,IC50,50000.055,6.979303657420888,2,nM,imatinib,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,493.6150000000002,4.590320000000004,86.28000000000002,2,7,7,5,37,other_IC50,CHEMBL203_CHEMBL941,,,,,,,,,,,,,,,,,,1,0,0,1
