patient_id,EGFR_PROTEIN,EGFR_RNA,EGFR_activity_mean,cohort,batch_domain,phospho_Y1016,phospho_Y1069,phospho_Y1092,phospho_Y1110,phospho_Y1172,EGFR_expression_score,ligand,protein,binding_type,standard_value,standard_units,p_binding
C3N-01410,25.4209245927885,12.52,1,CPTAC,CPTAC,,,,,18.26706456372495,18.26706456372495,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3N-01410,25.4209245927885,12.52,1,CPTAC,CPTAC,,,,,18.26706456372495,18.26706456372495,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3N-01410,25.4209245927885,12.52,1,CPTAC,CPTAC,,,,,18.26706456372495,18.26706456372495,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3N-01410,25.4209245927885,12.52,1,CPTAC,CPTAC,,,,,18.26706456372495,18.26706456372495,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3N-01410,25.4209245927885,12.52,1,CPTAC,CPTAC,,,,,18.26706456372495,18.26706456372495,CHEMBL941,CHEMBL203,Kd,30000.0,nM,4.522878745280337
C3N-01410,25.4209245927885,12.52,1,CPTAC,CPTAC,,,,,18.26706456372495,18.26706456372495,CHEMBL1079742,CHEMBL203,IC50,70.0,nM,7.154901959985743
C3N-01410,25.4209245927885,12.52,1,CPTAC,CPTAC,,,,,18.26706456372495,18.26706456372495,CHEMBL941,CHEMBL203,IC50,0.11,nM,9.958607314841775
C3N-01410,25.4209245927885,12.52,1,CPTAC,CPTAC,,,,,18.26706456372495,18.26706456372495,CHEMBL1079742,CHEMBL203,IC50,2.0,nM,8.698970004336019
C3N-01413,25.4049962092453,12.79,1,CPTAC,CPTAC,,,,,,,CHEMBL941,CHEMBL203,IC50,100000.0,nM,4.0
C3N-01413,25.4049962092453,12.79,1,CPTAC,CPTAC,,,,,,,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3N-01413,25.4049962092453,12.79,1,CPTAC,CPTAC,,,,,,,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3N-01413,25.4049962092453,12.79,1,CPTAC,CPTAC,,,,,,,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3N-01413,25.4049962092453,12.79,1,CPTAC,CPTAC,,,,,,,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3N-01413,25.4049962092453,12.79,1,CPTAC,CPTAC,,,,,,,CHEMBL941,CHEMBL203,Kd,7600.0,nM,5.119186407719209
C3N-01413,25.4049962092453,12.79,1,CPTAC,CPTAC,,,,,,,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3N-01413,25.4049962092453,12.79,1,CPTAC,CPTAC,,,,,,,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3N-01413,25.4049962092453,12.79,1,CPTAC,CPTAC,,,,,,,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3N-01413,25.4049962092453,12.79,1,CPTAC,CPTAC,,,,,,,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3N-01413,25.4049962092453,12.79,1,CPTAC,CPTAC,,,,,,,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3N-01413,25.4049962092453,12.79,1,CPTAC,CPTAC,,,,,,,CHEMBL1079742,CHEMBL203,IC50,420.0,nM,6.376750709602099
C3N-01413,25.4049962092453,12.79,1,CPTAC,CPTAC,,,,,,,CHEMBL1079742,CHEMBL203,IC50,15.0,nM,7.823908740944319
C3N-01413,25.4049962092453,12.79,1,CPTAC,CPTAC,,,,,,,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3N-01413,25.4049962092453,12.79,1,CPTAC,CPTAC,,,,,,,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3N-01413,25.4049962092453,12.79,1,CPTAC,CPTAC,,,,,,,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3N-01413,25.4049962092453,12.79,1,CPTAC,CPTAC,,,,,,,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3N-01413,25.4049962092453,12.79,1,CPTAC,CPTAC,,,,,,,CHEMBL941,CHEMBL203,Kd,7600.0,nM,5.119186407719209
C3N-01413,25.4049962092453,12.79,1,CPTAC,CPTAC,,,,,,,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3N-01413,25.4049962092453,12.79,1,CPTAC,CPTAC,,,,,,,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3N-01413,25.4049962092453,12.79,1,CPTAC,CPTAC,,,,,,,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3N-01413,25.4049962092453,12.79,1,CPTAC,CPTAC,,,,,,,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3N-01413,25.4049962092453,12.79,1,CPTAC,CPTAC,,,,,,,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3N-01413,25.4049962092453,12.79,1,CPTAC,CPTAC,,,,,,,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3N-01413,25.4049962092453,12.79,1,CPTAC,CPTAC,,,,,,,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3N-01413,25.4049962092453,12.79,1,CPTAC,CPTAC,,,,,,,CHEMBL941,CHEMBL203,Kd,30000.0,nM,4.522878745280337
C3N-01413,25.4049962092453,12.79,1,CPTAC,CPTAC,,,,,,,CHEMBL1079742,CHEMBL203,IC50,70.0,nM,7.154901959985743
C3N-01413,25.4049962092453,12.79,1,CPTAC,CPTAC,,,,,,,CHEMBL941,CHEMBL203,IC50,0.11,nM,9.958607314841775
C3N-01413,25.4049962092453,12.79,1,CPTAC,CPTAC,,,,,,,CHEMBL1079742,CHEMBL203,IC50,2.0,nM,8.698970004336019
C3N-01414,25.2741593375862,12.68,1,CPTAC,CPTAC,,,16.715376315681198,,18.6298796038158,17.6726279597485,CHEMBL941,CHEMBL203,IC50,100000.0,nM,4.0
C3N-01414,25.2741593375862,12.68,1,CPTAC,CPTAC,,,16.715376315681198,,18.6298796038158,17.6726279597485,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3N-01414,25.2741593375862,12.68,1,CPTAC,CPTAC,,,16.715376315681198,,18.6298796038158,17.6726279597485,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3N-01414,25.2741593375862,12.68,1,CPTAC,CPTAC,,,16.715376315681198,,18.6298796038158,17.6726279597485,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3N-01414,25.2741593375862,12.68,1,CPTAC,CPTAC,,,16.715376315681198,,18.6298796038158,17.6726279597485,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3N-01414,25.2741593375862,12.68,1,CPTAC,CPTAC,,,16.715376315681198,,18.6298796038158,17.6726279597485,CHEMBL941,CHEMBL203,Kd,7600.0,nM,5.119186407719209
C3N-01414,25.2741593375862,12.68,1,CPTAC,CPTAC,,,16.715376315681198,,18.6298796038158,17.6726279597485,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3N-01414,25.2741593375862,12.68,1,CPTAC,CPTAC,,,16.715376315681198,,18.6298796038158,17.6726279597485,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3N-01414,25.2741593375862,12.68,1,CPTAC,CPTAC,,,16.715376315681198,,18.6298796038158,17.6726279597485,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3N-01414,25.2741593375862,12.68,1,CPTAC,CPTAC,,,16.715376315681198,,18.6298796038158,17.6726279597485,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3N-01414,25.2741593375862,12.68,1,CPTAC,CPTAC,,,16.715376315681198,,18.6298796038158,17.6726279597485,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3N-01414,25.2741593375862,12.68,1,CPTAC,CPTAC,,,16.715376315681198,,18.6298796038158,17.6726279597485,CHEMBL1079742,CHEMBL203,IC50,420.0,nM,6.376750709602099
C3N-01414,25.2741593375862,12.68,1,CPTAC,CPTAC,,,16.715376315681198,,18.6298796038158,17.6726279597485,CHEMBL1079742,CHEMBL203,IC50,15.0,nM,7.823908740944319
C3N-01414,25.2741593375862,12.68,1,CPTAC,CPTAC,,,16.715376315681198,,18.6298796038158,17.6726279597485,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3N-01414,25.2741593375862,12.68,1,CPTAC,CPTAC,,,16.715376315681198,,18.6298796038158,17.6726279597485,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3N-01414,25.2741593375862,12.68,1,CPTAC,CPTAC,,,16.715376315681198,,18.6298796038158,17.6726279597485,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3N-01414,25.2741593375862,12.68,1,CPTAC,CPTAC,,,16.715376315681198,,18.6298796038158,17.6726279597485,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3N-01414,25.2741593375862,12.68,1,CPTAC,CPTAC,,,16.715376315681198,,18.6298796038158,17.6726279597485,CHEMBL941,CHEMBL203,Kd,7600.0,nM,5.119186407719209
C3N-01414,25.2741593375862,12.68,1,CPTAC,CPTAC,,,16.715376315681198,,18.6298796038158,17.6726279597485,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3N-01414,25.2741593375862,12.68,1,CPTAC,CPTAC,,,16.715376315681198,,18.6298796038158,17.6726279597485,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3N-01414,25.2741593375862,12.68,1,CPTAC,CPTAC,,,16.715376315681198,,18.6298796038158,17.6726279597485,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3N-01414,25.2741593375862,12.68,1,CPTAC,CPTAC,,,16.715376315681198,,18.6298796038158,17.6726279597485,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3N-01414,25.2741593375862,12.68,1,CPTAC,CPTAC,,,16.715376315681198,,18.6298796038158,17.6726279597485,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3N-01414,25.2741593375862,12.68,1,CPTAC,CPTAC,,,16.715376315681198,,18.6298796038158,17.6726279597485,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3N-01414,25.2741593375862,12.68,1,CPTAC,CPTAC,,,16.715376315681198,,18.6298796038158,17.6726279597485,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3N-01414,25.2741593375862,12.68,1,CPTAC,CPTAC,,,16.715376315681198,,18.6298796038158,17.6726279597485,CHEMBL941,CHEMBL203,Kd,30000.0,nM,4.522878745280337
C3N-01414,25.2741593375862,12.68,1,CPTAC,CPTAC,,,16.715376315681198,,18.6298796038158,17.6726279597485,CHEMBL1079742,CHEMBL203,IC50,70.0,nM,7.154901959985743
C3N-01414,25.2741593375862,12.68,1,CPTAC,CPTAC,,,16.715376315681198,,18.6298796038158,17.6726279597485,CHEMBL941,CHEMBL203,IC50,0.11,nM,9.958607314841775
C3N-01414,25.2741593375862,12.68,1,CPTAC,CPTAC,,,16.715376315681198,,18.6298796038158,17.6726279597485,CHEMBL1079742,CHEMBL203,IC50,2.0,nM,8.698970004336019
C3N-01415,25.4146407397302,12.72,1,CPTAC,CPTAC,,,18.465072433143952,,,18.465072433143952,CHEMBL941,CHEMBL203,IC50,100000.0,nM,4.0
C3N-01415,25.4146407397302,12.72,1,CPTAC,CPTAC,,,18.465072433143952,,,18.465072433143952,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3N-01415,25.4146407397302,12.72,1,CPTAC,CPTAC,,,18.465072433143952,,,18.465072433143952,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3N-01415,25.4146407397302,12.72,1,CPTAC,CPTAC,,,18.465072433143952,,,18.465072433143952,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3N-01415,25.4146407397302,12.72,1,CPTAC,CPTAC,,,18.465072433143952,,,18.465072433143952,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3N-01415,25.4146407397302,12.72,1,CPTAC,CPTAC,,,18.465072433143952,,,18.465072433143952,CHEMBL941,CHEMBL203,Kd,7600.0,nM,5.119186407719209
C3N-01415,25.4146407397302,12.72,1,CPTAC,CPTAC,,,18.465072433143952,,,18.465072433143952,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3N-01415,25.4146407397302,12.72,1,CPTAC,CPTAC,,,18.465072433143952,,,18.465072433143952,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3N-01415,25.4146407397302,12.72,1,CPTAC,CPTAC,,,18.465072433143952,,,18.465072433143952,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3N-01415,25.4146407397302,12.72,1,CPTAC,CPTAC,,,18.465072433143952,,,18.465072433143952,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3N-01415,25.4146407397302,12.72,1,CPTAC,CPTAC,,,18.465072433143952,,,18.465072433143952,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3N-01415,25.4146407397302,12.72,1,CPTAC,CPTAC,,,18.465072433143952,,,18.465072433143952,CHEMBL1079742,CHEMBL203,IC50,420.0,nM,6.376750709602099
C3N-01415,25.4146407397302,12.72,1,CPTAC,CPTAC,,,18.465072433143952,,,18.465072433143952,CHEMBL1079742,CHEMBL203,IC50,15.0,nM,7.823908740944319
C3N-01415,25.4146407397302,12.72,1,CPTAC,CPTAC,,,18.465072433143952,,,18.465072433143952,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3N-01415,25.4146407397302,12.72,1,CPTAC,CPTAC,,,18.465072433143952,,,18.465072433143952,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3N-01415,25.4146407397302,12.72,1,CPTAC,CPTAC,,,18.465072433143952,,,18.465072433143952,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3N-01415,25.4146407397302,12.72,1,CPTAC,CPTAC,,,18.465072433143952,,,18.465072433143952,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3N-01415,25.4146407397302,12.72,1,CPTAC,CPTAC,,,18.465072433143952,,,18.465072433143952,CHEMBL941,CHEMBL203,Kd,7600.0,nM,5.119186407719209
C3N-01415,25.4146407397302,12.72,1,CPTAC,CPTAC,,,18.465072433143952,,,18.465072433143952,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3N-01415,25.4146407397302,12.72,1,CPTAC,CPTAC,,,18.465072433143952,,,18.465072433143952,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3N-01415,25.4146407397302,12.72,1,CPTAC,CPTAC,,,18.465072433143952,,,18.465072433143952,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3N-01415,25.4146407397302,12.72,1,CPTAC,CPTAC,,,18.465072433143952,,,18.465072433143952,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3N-01415,25.4146407397302,12.72,1,CPTAC,CPTAC,,,18.465072433143952,,,18.465072433143952,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3N-01415,25.4146407397302,12.72,1,CPTAC,CPTAC,,,18.465072433143952,,,18.465072433143952,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3N-01415,25.4146407397302,12.72,1,CPTAC,CPTAC,,,18.465072433143952,,,18.465072433143952,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3N-01415,25.4146407397302,12.72,1,CPTAC,CPTAC,,,18.465072433143952,,,18.465072433143952,CHEMBL941,CHEMBL203,Kd,30000.0,nM,4.522878745280337
C3N-01415,25.4146407397302,12.72,1,CPTAC,CPTAC,,,18.465072433143952,,,18.465072433143952,CHEMBL1079742,CHEMBL203,IC50,70.0,nM,7.154901959985743
C3N-01415,25.4146407397302,12.72,1,CPTAC,CPTAC,,,18.465072433143952,,,18.465072433143952,CHEMBL941,CHEMBL203,IC50,0.11,nM,9.958607314841775
C3N-01415,25.4146407397302,12.72,1,CPTAC,CPTAC,,,18.465072433143952,,,18.465072433143952,CHEMBL1079742,CHEMBL203,IC50,2.0,nM,8.698970004336019
C3N-01416,25.4404145246653,12.68,1,CPTAC,CPTAC,,,,,18.67756894987355,18.67756894987355,CHEMBL941,CHEMBL203,IC50,100000.0,nM,4.0
C3N-01416,25.4404145246653,12.68,1,CPTAC,CPTAC,,,,,18.67756894987355,18.67756894987355,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3N-01416,25.4404145246653,12.68,1,CPTAC,CPTAC,,,,,18.67756894987355,18.67756894987355,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3N-01416,25.4404145246653,12.68,1,CPTAC,CPTAC,,,,,18.67756894987355,18.67756894987355,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3N-01416,25.4404145246653,12.68,1,CPTAC,CPTAC,,,,,18.67756894987355,18.67756894987355,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3N-01416,25.4404145246653,12.68,1,CPTAC,CPTAC,,,,,18.67756894987355,18.67756894987355,CHEMBL941,CHEMBL203,Kd,7600.0,nM,5.119186407719209
C3N-01416,25.4404145246653,12.68,1,CPTAC,CPTAC,,,,,18.67756894987355,18.67756894987355,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3N-01416,25.4404145246653,12.68,1,CPTAC,CPTAC,,,,,18.67756894987355,18.67756894987355,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3N-01416,25.4404145246653,12.68,1,CPTAC,CPTAC,,,,,18.67756894987355,18.67756894987355,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3N-01416,25.4404145246653,12.68,1,CPTAC,CPTAC,,,,,18.67756894987355,18.67756894987355,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3N-01416,25.4404145246653,12.68,1,CPTAC,CPTAC,,,,,18.67756894987355,18.67756894987355,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3N-01416,25.4404145246653,12.68,1,CPTAC,CPTAC,,,,,18.67756894987355,18.67756894987355,CHEMBL1079742,CHEMBL203,IC50,420.0,nM,6.376750709602099
C3N-01416,25.4404145246653,12.68,1,CPTAC,CPTAC,,,,,18.67756894987355,18.67756894987355,CHEMBL1079742,CHEMBL203,IC50,15.0,nM,7.823908740944319
C3N-01416,25.4404145246653,12.68,1,CPTAC,CPTAC,,,,,18.67756894987355,18.67756894987355,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3N-01416,25.4404145246653,12.68,1,CPTAC,CPTAC,,,,,18.67756894987355,18.67756894987355,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3N-01416,25.4404145246653,12.68,1,CPTAC,CPTAC,,,,,18.67756894987355,18.67756894987355,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3N-01416,25.4404145246653,12.68,1,CPTAC,CPTAC,,,,,18.67756894987355,18.67756894987355,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3N-01416,25.4404145246653,12.68,1,CPTAC,CPTAC,,,,,18.67756894987355,18.67756894987355,CHEMBL941,CHEMBL203,Kd,7600.0,nM,5.119186407719209
C3N-01416,25.4404145246653,12.68,1,CPTAC,CPTAC,,,,,18.67756894987355,18.67756894987355,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3N-01416,25.4404145246653,12.68,1,CPTAC,CPTAC,,,,,18.67756894987355,18.67756894987355,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3N-01416,25.4404145246653,12.68,1,CPTAC,CPTAC,,,,,18.67756894987355,18.67756894987355,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3N-01416,25.4404145246653,12.68,1,CPTAC,CPTAC,,,,,18.67756894987355,18.67756894987355,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3N-01416,25.4404145246653,12.68,1,CPTAC,CPTAC,,,,,18.67756894987355,18.67756894987355,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3N-01416,25.4404145246653,12.68,1,CPTAC,CPTAC,,,,,18.67756894987355,18.67756894987355,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3N-01416,25.4404145246653,12.68,1,CPTAC,CPTAC,,,,,18.67756894987355,18.67756894987355,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3N-01416,25.4404145246653,12.68,1,CPTAC,CPTAC,,,,,18.67756894987355,18.67756894987355,CHEMBL941,CHEMBL203,Kd,30000.0,nM,4.522878745280337
C3N-01416,25.4404145246653,12.68,1,CPTAC,CPTAC,,,,,18.67756894987355,18.67756894987355,CHEMBL1079742,CHEMBL203,IC50,70.0,nM,7.154901959985743
C3N-01416,25.4404145246653,12.68,1,CPTAC,CPTAC,,,,,18.67756894987355,18.67756894987355,CHEMBL941,CHEMBL203,IC50,0.11,nM,9.958607314841775
C3N-01416,25.4404145246653,12.68,1,CPTAC,CPTAC,,,,,18.67756894987355,18.67756894987355,CHEMBL1079742,CHEMBL203,IC50,2.0,nM,8.698970004336019
C3N-01488,25.493320250279,12.57,1,CPTAC,CPTAC,,,,,,,CHEMBL941,CHEMBL203,IC50,100000.0,nM,4.0
C3N-01488,25.493320250279,12.57,1,CPTAC,CPTAC,,,,,,,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3N-01488,25.493320250279,12.57,1,CPTAC,CPTAC,,,,,,,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3N-01488,25.493320250279,12.57,1,CPTAC,CPTAC,,,,,,,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3N-01488,25.493320250279,12.57,1,CPTAC,CPTAC,,,,,,,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3N-01488,25.493320250279,12.57,1,CPTAC,CPTAC,,,,,,,CHEMBL941,CHEMBL203,Kd,7600.0,nM,5.119186407719209
C3N-01488,25.493320250279,12.57,1,CPTAC,CPTAC,,,,,,,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3N-01488,25.493320250279,12.57,1,CPTAC,CPTAC,,,,,,,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3N-01488,25.493320250279,12.57,1,CPTAC,CPTAC,,,,,,,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3N-01488,25.493320250279,12.57,1,CPTAC,CPTAC,,,,,,,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3N-01488,25.493320250279,12.57,1,CPTAC,CPTAC,,,,,,,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3N-01488,25.493320250279,12.57,1,CPTAC,CPTAC,,,,,,,CHEMBL1079742,CHEMBL203,IC50,420.0,nM,6.376750709602099
C3N-01488,25.493320250279,12.57,1,CPTAC,CPTAC,,,,,,,CHEMBL1079742,CHEMBL203,IC50,15.0,nM,7.823908740944319
C3N-01488,25.493320250279,12.57,1,CPTAC,CPTAC,,,,,,,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3N-01488,25.493320250279,12.57,1,CPTAC,CPTAC,,,,,,,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3N-01488,25.493320250279,12.57,1,CPTAC,CPTAC,,,,,,,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3N-01488,25.493320250279,12.57,1,CPTAC,CPTAC,,,,,,,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3N-01488,25.493320250279,12.57,1,CPTAC,CPTAC,,,,,,,CHEMBL941,CHEMBL203,Kd,7600.0,nM,5.119186407719209
C3N-01488,25.493320250279,12.57,1,CPTAC,CPTAC,,,,,,,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3N-01488,25.493320250279,12.57,1,CPTAC,CPTAC,,,,,,,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3N-01488,25.493320250279,12.57,1,CPTAC,CPTAC,,,,,,,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3N-01488,25.493320250279,12.57,1,CPTAC,CPTAC,,,,,,,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3N-01488,25.493320250279,12.57,1,CPTAC,CPTAC,,,,,,,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3N-01488,25.493320250279,12.57,1,CPTAC,CPTAC,,,,,,,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3N-01488,25.493320250279,12.57,1,CPTAC,CPTAC,,,,,,,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3N-01488,25.493320250279,12.57,1,CPTAC,CPTAC,,,,,,,CHEMBL941,CHEMBL203,Kd,30000.0,nM,4.522878745280337
C3N-01488,25.493320250279,12.57,1,CPTAC,CPTAC,,,,,,,CHEMBL1079742,CHEMBL203,IC50,70.0,nM,7.154901959985743
C3N-01488,25.493320250279,12.57,1,CPTAC,CPTAC,,,,,,,CHEMBL941,CHEMBL203,IC50,0.11,nM,9.958607314841775
C3N-01488,25.493320250279,12.57,1,CPTAC,CPTAC,,,,,,,CHEMBL1079742,CHEMBL203,IC50,2.0,nM,8.698970004336019
C3N-01489,25.3478309361998,12.73,1,CPTAC,CPTAC,,,,,18.72364871818195,18.72364871818195,CHEMBL941,CHEMBL203,IC50,100000.0,nM,4.0
C3N-01489,25.3478309361998,12.73,1,CPTAC,CPTAC,,,,,18.72364871818195,18.72364871818195,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3N-01489,25.3478309361998,12.73,1,CPTAC,CPTAC,,,,,18.72364871818195,18.72364871818195,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3N-01489,25.3478309361998,12.73,1,CPTAC,CPTAC,,,,,18.72364871818195,18.72364871818195,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3N-01489,25.3478309361998,12.73,1,CPTAC,CPTAC,,,,,18.72364871818195,18.72364871818195,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3N-01489,25.3478309361998,12.73,1,CPTAC,CPTAC,,,,,18.72364871818195,18.72364871818195,CHEMBL941,CHEMBL203,Kd,7600.0,nM,5.119186407719209
C3N-01489,25.3478309361998,12.73,1,CPTAC,CPTAC,,,,,18.72364871818195,18.72364871818195,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3N-01489,25.3478309361998,12.73,1,CPTAC,CPTAC,,,,,18.72364871818195,18.72364871818195,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3N-01489,25.3478309361998,12.73,1,CPTAC,CPTAC,,,,,18.72364871818195,18.72364871818195,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3N-01489,25.3478309361998,12.73,1,CPTAC,CPTAC,,,,,18.72364871818195,18.72364871818195,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3N-01489,25.3478309361998,12.73,1,CPTAC,CPTAC,,,,,18.72364871818195,18.72364871818195,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3N-01489,25.3478309361998,12.73,1,CPTAC,CPTAC,,,,,18.72364871818195,18.72364871818195,CHEMBL1079742,CHEMBL203,IC50,420.0,nM,6.376750709602099
C3N-01489,25.3478309361998,12.73,1,CPTAC,CPTAC,,,,,18.72364871818195,18.72364871818195,CHEMBL1079742,CHEMBL203,IC50,15.0,nM,7.823908740944319
C3N-01489,25.3478309361998,12.73,1,CPTAC,CPTAC,,,,,18.72364871818195,18.72364871818195,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3N-01489,25.3478309361998,12.73,1,CPTAC,CPTAC,,,,,18.72364871818195,18.72364871818195,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
